episode_id,start_idx,end_idx,num_steps,action_variance,action_delta_mean,action_path_length,state_path_length,length_score,action_var_score,difficulty_score_mean,rank_length_easy_to_hard,rank_action_var_easy_to_hard,rank_mean_easy_to_hard
48,6014,6152,138,9243.41796875,12.713275909423828,1741.71875,1626.814697265625,0.4517766497461929,0.7355311689896702,0.5936539093679316,132,190,180
49,6152,6235,83,3454.77490234375,11.981528282165527,982.4853515625,905.8463745117188,0.17258883248730963,0.17314741794391506,0.17286812521561234,28,19,17
50,6235,6304,69,2157.173828125,5.880040168762207,399.8427429199219,371.9241943359375,0.10152284263959391,0.04708164551528427,0.07430224407743909,12,2,2
51,6304,6377,73,5936.583984375,13.70469856262207,986.73828125,943.4547119140625,0.1218274111675127,0.41426249187758285,0.26804495152254776,16,109,39
52,6377,6513,136,7407.640625,9.878218650817871,1333.5595703125,1192.645751953125,0.4416243654822335,0.5571799842958992,0.49940217488906635,127,160,151
53,6513,6686,173,8267.052734375,10.48757266998291,1803.862548828125,1649.875,0.6294416243654822,0.6406744060835109,0.6350580152244966,189,180,189
54,6686,6891,205,6744.28857421875,12.45576286315918,2540.9755859375,2278.0048828125,0.7918781725888325,0.49273337559976854,0.6423057740943006,203,134,192
55,6891,6997,106,4271.23876953125,9.2156982421875,967.6483154296875,895.0667114257812,0.2893401015228426,0.2524692913008938,0.2709046964118682,69,39,42
56,6997,7102,105,4003.82275390625,6.573542594909668,683.6484375,613.054931640625,0.28426395939086296,0.2264890364757739,0.2553764979333184,63,28,34
57,7102,7185,83,5423.9931640625,8.279877662658691,678.949951171875,640.7510375976562,0.17258883248730963,0.3644627814839807,0.26852580698564515,29,91,40
58,7185,7303,118,3887.1748046875,8.719388961791992,1020.16845703125,951.6035766601562,0.350253807106599,0.21515634408467743,0.2827050755956382,97,27,47
59,7303,7425,122,4724.7666015625,7.750105381011963,937.7627563476562,882.0408325195312,0.37055837563451777,0.2965308581405521,0.3335446168875349,103,53,69
60,7425,7485,60,4189.43359375,9.478767395019531,559.2472534179688,498.6780700683594,0.05583756345177665,0.24452167713932854,0.1501796202955526,3,36,12
61,7485,7635,150,6419.47119140625,10.549383163452148,1571.858154296875,1423.16552734375,0.5126903553299492,0.46117640861193065,0.48693338197093994,158,122,142
62,7635,7702,67,5603.51171875,7.735760688781738,510.5602111816406,481.1208190917969,0.09137055837563451,0.38190353867168314,0.23663704852365883,7,96,31
63,7702,7842,140,8201.81640625,11.300061225891113,1570.70849609375,1483.752685546875,0.4619289340101523,0.6343365043517039,0.5481327191809281,138,178,172
64,7842,7945,103,3560.91650390625,6.951560020446777,709.0591430664062,677.034423828125,0.27411167512690354,0.18345938766530634,0.22878553139610494,58,21,29
65,7945,8111,166,7361.23193359375,11.740821838378906,1937.235595703125,1836.634765625,0.5939086294416244,0.5526712430149525,0.5732899362282884,181,157,178
66,8111,8178,67,5862.98046875,14.165512084960938,934.9237670898438,864.6478271484375,0.09137055837563451,0.407111693196012,0.24924112578582325,8,108,33
67,8178,8282,104,7811.48779296875,12.194231986999512,1256.005859375,1201.83837890625,0.27918781725888325,0.5964149280583709,0.43780137265862706,61,170,118
68,8282,8372,90,5405.755859375,8.640148162841797,768.97314453125,745.5740966796875,0.20812182741116753,0.3626909735315018,0.2854064004713347,35,88,48
69,8372,8522,150,4837.4130859375,8.52144718170166,1269.6956787109375,1206.583740234375,0.5126903553299492,0.30747479641730946,0.41008257587362934,159,56,105
70,8522,8708,186,7991.8720703125,10.071392059326172,1863.20751953125,1740.307373046875,0.6954314720812182,0.6139397927561067,0.6546856324186625,195,174,196
71,8708,8842,134,6352.4853515625,8.924576759338379,1186.96875,1114.8089599609375,0.43147208121827413,0.4546685366553918,0.44307030893683297,124,121,121
72,8842,8990,148,6774.6591796875,10.074469566345215,1480.947021484375,1408.003173828125,0.5025380710659898,0.4956839695177401,0.49911102029186494,153,136,150
73,8990,9102,112,4067.86474609375,8.3423433303833,926.0001220703125,862.6572875976562,0.3197969543147208,0.23271090494782826,0.27625392963127454,81,31,46
74,9102,9220,118,5813.63623046875,8.481010437011719,992.2781982421875,959.3671875,0.350253807106599,0.40231775487596744,0.3762857809912832,98,107,93
75,9220,9318,98,3483.77783203125,10.081012725830078,977.8582763671875,922.2904663085938,0.24873096446700507,0.17596513812494166,0.21234805129597337,50,20,26
76,9318,9407,89,6581.26171875,8.452550888061523,743.824462890625,719.6044921875,0.20304568527918782,0.47689483564352464,0.33997026046135626,33,129,74
77,9407,9529,122,5092.84716796875,8.898932456970215,1076.7708740234375,1008.458251953125,0.37055837563451777,0.3322909710457525,0.35142467334013516,104,68,78
78,9529,9705,176,5699.8359375,9.709369659423828,1699.1397705078125,1524.40771484375,0.6446700507614214,0.3912617206904629,0.5179658857259422,190,101,163
79,9705,9775,70,7279.6171875,14.863210678100586,1025.5615234375,908.4192504882812,0.1065989847715736,0.5447421296593168,0.3256705572154452,13,154,62
80,9775,9892,117,8591.3544921875,11.743577003479004,1362.2548828125,1246.4847412109375,0.34517766497461927,0.6721812785814474,0.5086794717780333,93,185,158
81,9892,10005,113,5264.1923828125,9.17110538482666,1027.163818359375,961.2728271484375,0.3248730964467005,0.3489376641553681,0.3369053803010343,84,80,71
82,10005,10099,94,2615.865234375,6.016774654388428,559.56005859375,515.0538330078125,0.22842639593908629,0.0916448688234155,0.1600356323812509,41,5,15
83,10099,10238,139,7494.95166015625,11.107322692871094,1532.810546875,1438.095703125,0.45685279187817257,0.5656625089386466,0.5112576504084095,135,162,159
84,10238,10318,80,2787.9755859375,9.488215446472168,749.5690307617188,691.76171875,0.15736040609137056,0.10836589722249654,0.13286315165693355,24,9,11
85,10318,10429,111,4091.280517578125,6.6284050941467285,729.1245727539062,676.7177124023438,0.3147208121827411,0.23498581622667974,0.27485331420471043,78,32,44
86,10429,10533,104,4459.6630859375,10.83072566986084,1115.564697265625,1053.1297607421875,0.27918781725888325,0.2707752695125658,0.27498154338572456,62,44,45
87,10533,10648,115,3823.77099609375,6.356690406799316,724.6627197265625,680.9725341796875,0.3350253807106599,0.20899647703146884,0.2720109288710644,90,25,43
88,10648,10729,81,7180.8056640625,14.461624145507812,1156.929931640625,1064.22412109375,0.16243654822335024,0.5351422986523194,0.3487894234378348,25,150,77
89,10729,10867,138,4492.95556640625,11.711990356445312,1604.542724609375,1471.130126953125,0.4517766497461929,0.2740097322066453,0.36289319097641914,133,48,89
90,10867,10976,109,4985.7568359375,8.179499626159668,883.3859252929688,815.3253173828125,0.30456852791878175,0.3218868293604612,0.3132276786396215,76,61,57
91,10976,11077,101,5693.33837890625,11.559152603149414,1155.915283203125,1049.0062255859375,0.2639593908629442,0.3906304637045556,0.32729492728374987,55,99,64
92,11077,11155,78,4018.71875,8.80322551727295,677.848388671875,635.0906982421875,0.14720812182741116,0.22793622644113598,0.18757217413427357,20,29,20
93,11155,11219,64,2876.0595703125,7.917004585266113,498.77130126953125,422.1955871582031,0.07614213197969544,0.11692351616213209,0.09653282407091376,4,10,4
94,11219,11286,67,2433.0654296875,11.015473365783691,727.021240234375,613.809814453125,0.09137055837563451,0.07388532851815861,0.08262794344689656,9,3,3
95,11286,11393,107,6895.515625,10.894730567932129,1154.8414306640625,1085.9105224609375,0.29441624365482233,0.5074255297198784,0.4009208866873504,72,141,102
96,11393,11583,190,5024.0029296875,12.455621719360352,2354.112548828125,2125.0986328125,0.7157360406091371,0.3256025501985273,0.5206692954038322,199,62,166
97,11583,11694,111,8260.0927734375,17.175382614135742,1889.2921142578125,1664.98828125,0.3147208121827411,0.6399982253457697,0.4773595187642554,79,179,138
98,11694,11762,68,3042.091796875,7.6234002113342285,510.767822265625,455.73974609375,0.09644670050761421,0.13305403678631467,0.11475036864696445,10,15,7
99,11762,11844,82,7263.3896484375,10.423600196838379,844.3116455078125,800.7711791992188,0.16751269035532995,0.54316557636634,0.355339133360835,26,152,84
100,11844,11961,117,5253.3974609375,11.691054344177246,1356.162353515625,1261.3541259765625,0.34517766497461927,0.3478889056489851,0.34653328531180216,94,79,76
101,11961,12053,92,4225.0283203125,10.9840726852417,999.5505981445312,911.5748901367188,0.2182741116751269,0.24797980983329931,0.2331269607542131,37,38,30
102,12053,12167,114,6887.7060546875,10.599349975585938,1197.7265625,1099.065185546875,0.3299492385786802,0.5066668069249133,0.41830802275179674,86,140,113
103,12167,12308,141,5391.2080078125,11.094548225402832,1553.23681640625,1430.790283203125,0.467005076142132,0.3612776068344159,0.414141341488274,141,86,109
104,12308,12445,137,5310.111328125,13.7591552734375,1871.2451171875,1649.689208984375,0.4467005076142132,0.3533988251585012,0.4000496663863572,128,85,101
105,12445,12520,75,5782.306640625,15.106001853942871,1117.8441162109375,1005.6463623046875,0.1319796954314721,0.39927399279685355,0.2656268441141628,18,104,37
106,12520,12646,126,6886.017578125,11.822619438171387,1477.827392578125,1395.047607421875,0.39086294416243655,0.5065027664456718,0.44868285530405416,112,139,125
107,12646,12843,197,6973.8740234375,12.305317878723145,2411.84228515625,2187.7919921875,0.751269035532995,0.5150382792941198,0.6331536574135574,201,143,188
108,12843,12955,112,5246.65869140625,11.933893203735352,1324.662109375,1202.17822265625,0.3197969543147208,0.34723421430890045,0.3335155843118106,82,78,68
109,12955,13100,145,5238.5439453125,13.149422645568848,1893.516845703125,1736.7891845703125,0.4873096446700508,0.34644584278648416,0.41687774372826747,147,76,112
110,13100,13231,131,2647.289306640625,8.406070709228516,1092.7891845703125,1002.910888671875,0.41624365482233505,0.0946978101485483,0.25547073248544167,117,6,35
111,13231,13329,98,2905.313720703125,6.835578918457031,663.0511474609375,623.125,0.24873096446700507,0.11976564317559645,0.18424830382130075,51,11,18
112,13329,13400,71,3860.12548828125,10.7865571975708,755.0590209960938,701.1700439453125,0.1116751269035533,0.21252842319730192,0.1621017750504276,14,26,16
113,13400,13549,149,6475.5546875,9.735214233398438,1440.811767578125,1274.101318359375,0.5076142131979695,0.46662508571002376,0.48711964945399666,157,128,143
114,13549,13714,165,5807.60205078125,12.476968765258789,2046.222900390625,1902.06494140625,0.5888324873096447,0.40173151651782196,0.4952820019137333,180,106,146
115,13714,13811,97,6028.3427734375,9.75826358795166,936.7933349609375,855.5421142578125,0.2436548223350254,0.42317712893369386,0.33341597563435965,47,112,67
116,13811,13989,178,7163.2060546875,14.52315616607666,2570.5986328125,2345.4609375,0.6548223350253807,0.5334324446807224,0.5941273898530515,191,148,181
117,13989,14105,116,6076.93359375,11.591802597045898,1333.0572509765625,1228.574951171875,0.3401015228426396,0.427897870475407,0.38399969665902334,92,115,96
118,14105,14207,102,4858.720703125,11.388344764709473,1150.2227783203125,1041.187255859375,0.26903553299492383,0.3095448942869286,0.2892902136409262,57,57,49
119,14207,14328,121,7569.26513671875,12.675383567810059,1521.0460205078125,1418.518310546875,0.36548223350253806,0.5728822824197598,0.46918225796114893,102,163,133
120,14328,14393,65,3327.12255859375,10.75613021850586,688.392333984375,625.2532348632812,0.08121827411167512,0.16074561615991317,0.12098194513579415,6,17,8
121,14393,14530,137,6934.578125,10.975119590759277,1492.6162109375,1401.591064453125,0.4467005076142132,0.5112205668336218,0.4789605372239175,129,142,140
122,14530,14649,119,9657.259765625,6.150156021118164,725.7183837890625,696.0015258789062,0.3553299492385787,0.775737120435657,0.5655335348371179,99,194,175
123,14649,14854,205,6730.4013671875,10.31315803527832,2103.88427734375,1977.5517578125,0.7918781725888325,0.49138419246786885,0.6416311825283507,204,133,191
124,14854,15002,148,7370.1083984375,10.664969444274902,1567.75048828125,1491.6817626953125,0.5025380710659898,0.5535336177610868,0.5280358444135382,154,158,169
125,15002,15161,159,4467.26171875,11.22168254852295,1773.02587890625,1641.6490478515625,0.5583756345177665,0.2715134991071167,0.41494456681244163,174,46,110
126,15161,15332,171,9848.109375,10.163589477539062,1727.8101806640625,1607.9453125,0.6192893401015228,0.7942787230141285,0.7067840315578257,188,197,199
127,15332,15473,141,4165.0263671875,7.901803016662598,1106.25244140625,1020.65185546875,0.467005076142132,0.24215044307473385,0.3545777596084329,142,35,82
128,15473,15569,96,6072.4169921875,12.216955184936523,1160.6107177734375,1058.492919921875,0.23857868020304568,0.42745906930913047,0.33301887475608805,46,114,66
129,15569,15725,156,6783.45947265625,11.770217895507812,1824.3837890625,1710.271728515625,0.5431472081218274,0.49653894394150255,0.519843076031665,169,137,165
130,15725,15877,152,5963.71484375,10.33800983428955,1561.03955078125,1478.6104736328125,0.5228426395939086,0.41689833490493333,0.469870487249421,162,110,135
131,15877,16060,183,7267.044921875,11.335393905639648,2063.041748046875,1920.492919921875,0.6802030456852792,0.5435206969642585,0.6118618713247689,192,153,182
132,16060,16215,155,6464.5830078125,13.806063652038574,2126.1337890625,1955.740234375,0.5380710659898477,0.4655591546607011,0.5018151103252744,167,125,154
133,16215,16346,131,5391.3828125,9.152997970581055,1189.8897705078125,1105.757080078125,0.41624365482233505,0.36129458962549993,0.38876912222391746,118,87,97
134,16346,16469,123,5115.828125,11.157678604125977,1361.23681640625,1264.6854248046875,0.3756345177664975,0.3345236388177316,0.35507907829211455,106,71,83
135,16469,16572,103,5116.87353515625,10.558846473693848,1077.0023193359375,1009.2706909179688,0.27411167512690354,0.3346252034984882,0.30436843931269586,59,72,52
136,16572,16697,125,8099.1728515625,11.171463966369629,1385.261474609375,1271.963623046875,0.38578680203045684,0.6243643802038483,0.5050755911171526,108,176,155
137,16697,16789,92,6467.22607421875,8.97017765045166,816.2861328125,774.8410034179688,0.2182741116751269,0.46581593635940977,0.34204502401726833,38,126,75
138,16789,16975,186,7763.1103515625,10.208575248718262,1888.58642578125,1706.6746826171875,0.6954314720812182,0.5917149169068915,0.6435731944940548,196,169,194
139,16975,17080,105,7374.1630859375,8.347496032714844,868.1395874023438,825.7884521484375,0.28426395939086296,0.5539275426134933,0.4190957510021781,64,159,114
140,17080,17192,112,5092.3193359375,9.8286771774292,1090.983154296875,995.0910034179688,0.3197969543147208,0.332239690606753,0.3260183224607369,83,67,63
141,17192,17378,186,7696.70751953125,10.873214721679688,2011.544677734375,1851.1474609375,0.6954314720812182,0.5852636858792752,0.6403475789802467,197,168,190
142,17378,17500,122,9246.40625,11.430130004882812,1383.0457763671875,1311.721923828125,0.37055837563451777,0.7358214893288715,0.5531899324816947,105,191,174
143,17500,17646,146,7285.548828125,10.788383483886719,1564.3155517578125,1427.101318359375,0.49238578680203043,0.5453184060450387,0.5188520964235346,149,155,164
144,17646,17779,133,7924.5615234375,11.395546913146973,1504.212158203125,1363.0723876953125,0.4263959390862944,0.6074003745535599,0.5168981568199271,121,173,161
145,17779,17946,167,6313.5927734375,12.08912467956543,2006.794677734375,1821.779052734375,0.5989847715736041,0.45089000795309325,0.5249373897633487,182,120,168
146,17946,18049,103,5295.666015625,9.116181373596191,929.8505249023438,864.2138061523438,0.27411167512690354,0.3519954204338389,0.3130535477803712,60,82,55
147,18049,18211,162,11172.71484375,9.966401100158691,1604.590576171875,1493.8756103515625,0.5736040609137056,0.922968052037454,0.7482860564755798,179,204,204
148,18211,18289,78,9498.365234375,14.051678657531738,1081.979248046875,1001.9725341796875,0.14720812182741116,0.7603000479680831,0.45375408489774716,21,193,128
149,18289,18426,137,11737.0048828125,14.482736587524414,1969.6522216796875,1826.01123046875,0.4467005076142132,0.9777904940510955,0.7122455008326544,130,205,200
150,18426,18539,113,8085.91064453125,11.253921508789062,1260.439208984375,1163.0076904296875,0.3248730964467005,0.6230759176657685,0.4739745070562345,85,175,136
151,18539,18691,152,5421.5703125,11.111735343933105,1677.8720703125,1542.0166015625,0.5228426395939086,0.3642273943070008,0.4435350169504547,163,90,122
152,18691,18845,154,5305.4248046875,11.190082550048828,1712.0826416015625,1560.99169921875,0.5329949238578681,0.35294351558077985,0.44296921971932396,166,83,120
153,18845,18942,97,7001.1728515625,14.604596138000488,1402.041259765625,1280.6318359375,0.2436548223350254,0.5176904409810593,0.3806726316580423,48,145,95
154,18942,19041,99,5419.2861328125,14.172229766845703,1388.8785400390625,1262.8336181640625,0.25380710659898476,0.36400547951177464,0.3089062930553797,53,89,53
155,19041,19135,94,7687.94970703125,14.2195463180542,1322.4178466796875,1198.1395263671875,0.22842639593908629,0.584412838558374,0.40641961724873016,42,167,103
156,19135,19225,90,6474.9365234375,12.633487701416016,1124.38037109375,1044.269775390625,0.20812182741116753,0.46656502924769877,0.33734342832943315,36,127,72
157,19225,19339,114,8693.8349609375,10.6737699508667,1206.135986328125,1146.216552734375,0.3299492385786802,0.6821375584493531,0.5060433985140167,87,186,156
158,19339,19444,105,5243.8779296875,10.759876251220703,1119.027099609375,1046.522705078125,0.28426395939086296,0.34696405510436584,0.3156140072476144,65,77,59
159,19444,19538,94,9126.77734375,15.155231475830078,1409.4365234375,1282.7421875,0.22842639593908629,0.7241991881680325,0.4763127920535594,43,188,137
160,19538,19685,147,6997.9296875,12.261491775512695,1790.1778564453125,1635.979736328125,0.49746192893401014,0.5173753580246908,0.5074186434793505,151,144,157
161,19685,19822,137,9833.63671875,9.698602676391602,1319.010009765625,1216.088134765625,0.4467005076142132,0.7928726617634866,0.61978658468885,131,196,184
162,19822,19983,161,6752.48291015625,11.052749633789062,1768.43994140625,1641.414306640625,0.5685279187817259,0.49352947951030407,0.531028699146015,178,135,170
163,19983,20059,76,2978.5361328125,8.930233001708984,669.7674560546875,628.7154541015625,0.13705583756345177,0.1268794165263264,0.13196762704488907,19,13,10
164,20059,20185,126,5196.365234375,9.83421516418457,1229.27685546875,1158.560546875,0.39086294416243655,0.34234805658699197,0.3666055003747143,113,75,91
165,20185,20378,193,9151.978515625,9.777081489562988,1877.19970703125,1767.082275390625,0.7309644670050761,0.7266475563619641,0.7288060116835201,200,189,203
166,20378,20483,105,5110.0810546875,8.795475959777832,914.7294921875,851.725830078125,0.28426395939086296,0.3339652939823721,0.30911462668661754,66,70,54
167,20483,20623,140,5032.50390625,9.195198059082031,1278.132568359375,1175.075927734375,0.4619289340101523,0.3264284451504057,0.394178689580279,139,63,99
168,20623,20708,85,3756.18310546875,9.700216293334961,814.8181762695312,757.6085205078125,0.18274111675126903,0.20243011406541442,0.19258561540834174,31,23,22
169,20708,20842,134,4490.13671875,9.559645652770996,1271.432861328125,1200.203369140625,0.43147208121827413,0.2737358728409248,0.35260397702959945,125,47,80
170,20842,20972,130,2934.29150390625,7.047377109527588,909.1116333007812,820.68505859375,0.41116751269035534,0.12258092030148107,0.2668742164959182,116,12,38
171,20972,21087,115,7301.2412109375,10.41668701171875,1187.5023193359375,1117.2247314453125,0.3350253807106599,0.5468429673295573,0.4409341740201086,91,156,119
172,21087,21165,78,2755.275634765625,10.272608757019043,790.9908447265625,716.5167236328125,0.14720812182741116,0.1051890004976361,0.12619856116252365,22,8,9
173,21165,21296,131,7031.8388671875,8.782605171203613,1141.7386474609375,1053.7008056640625,0.41624365482233505,0.5206697348672036,0.4684566948447693,119,146,132
174,21296,21542,246,6253.810546875,10.06709098815918,2466.437255859375,2303.71728515625,1.0,0.4450819882782926,0.7225409941391463,206,118,202
175,21542,21688,146,7176.888671875,10.448057174682617,1514.96826171875,1408.457763671875,0.49238578680203043,0.5347617513057389,0.5135737690538846,150,149,160
176,21688,21777,89,2689.476806640625,8.72772216796875,768.03955078125,696.6627197265625,0.20304568527918782,0.09879645023139112,0.15092106775528946,34,7,13
177,21777,21904,127,7884.8701171875,9.448412895202637,1190.5,1124.41455078125,0.39593908629441626,0.6035442373422852,0.4997416618183508,115,172,152
178,21904,22052,148,9484.3447265625,11.112815856933594,1633.583984375,1502.261962890625,0.5025380710659898,0.7589379142720328,0.6307379926690113,155,192,187
179,22052,22207,155,10858.904296875,9.028038024902344,1390.31787109375,1304.9656982421875,0.5380710659898477,0.8924804316323411,0.7152757488110943,168,202,201
180,22207,22377,170,9881.267578125,10.212465286254883,1725.9066162109375,1615.7353515625,0.6142131979695431,0.7975001402681295,0.7058566691188364,187,198,198
181,22377,22484,107,5088.6875,10.387533187866211,1101.0784912109375,1008.1142578125,0.29441624365482233,0.3318868470311027,0.3131515453429625,73,66,56
182,22484,22540,56,2602.5732421875,9.543721199035645,524.9046630859375,478.63507080078125,0.03553299492385787,0.0903535125695365,0.06294325374669718,2,4,1
183,22540,22679,139,7099.64501953125,8.38391399383545,1156.9801025390625,1086.592041015625,0.45685279187817257,0.527257302603131,0.49205504724065174,136,147,144
184,22679,22908,229,4952.47998046875,11.501094818115234,2622.24951171875,2386.21044921875,0.9137055837563451,0.31865388468122713,0.6161797342187861,205,59,183
